Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
119354.515,21019.57792,108779.9732,71748.04638,968999.7223,98332.90873,98127.8743,275973.2334,370008.6454,188026.9324,36744.68702,33885.81189,327544.6023,161712.8575,83750.08195,87222.11649,109345.325,124408.1431,40116.82432,225263.9781,175017.4448,301327.861,128778.323,78016.02022,191457.8079,28034.97802,49989.83181,39381.68098,36773.50678,492896.1588,48206.10558,512347.5248,192264.564,23520.02313,311106.7183,94140.69008,85597.19475,340251.243,33793.2675,103750.601,25131.56326,142922.9937,484064.5785,54059.67212,21377.78247,179832.9365,142627.3869,56049.36244,143333.8513,18302.26614
116083.9059,20443.58947,105799.1327,69781.97234,942446.7317,95638.34367,95438.9277,268410.8838,359869.4928,182874.5291,35737.79166,32957.25678,318569.0696,157281.5249,81455.12244,84832.01464,106348.9925,120999.052,39017.52405,219091.1876,170221.5336,293070.7319,125249.4783,75878.18819,186211.3901,27266.75024,48619.9867,38302.52546,35765.82168,479389.5842,46885.13899,498307.9346,186996.0391,22875.51629,302581.6243,91561.00219,83251.61977,330927.5169,32867.24834,100907.5778,24442.89623,139006.5499,470800.0111,52578.30332,20791.97832,174905.069,138719.0435,54513.4712,139406.1491,17800.73875
112987.7771,19898.32882,102977.3139,67920.78434,917310.289,93087.52815,92893.43089,261251.9701,350271.2433,177996.996,34784.6121,32078.23819,310072.3632,153086.595,79282.59432,82569.41983,103512.5082,117771.8291,37976.86921,213247.7029,165681.4746,285254.1037,121908.8902,73854.40513,181244.858,26539.50584,47323.22003,37280.94068,34811.89453,466603.5577,45634.64326,485017.3279,182008.5793,22265.39257,294511.3266,89118.93537,81031.17642,322101.1925,31990.6304,98216.22405,23790.96818,135299.0404,458243.0812,51175.96251,20237.42563,170240.0931,135019.2022,53059.51661,135687.9817,17325.96682
110052.528,19381.40076,100302.1213,66156.30655,893479.9748,90669.25696,90480.20206,254465.0447,341171.7337,173372.9071,33880.96124,31244.89477,302017.1589,149109.6401,77222.95414,80424.39297,100823.412,114712.2976,36990.2884,207707.8547,161377.324,277843.6397,118741.8842,71935.78098,176536.3947,25850.05019,46093.83537,36312.43903,33907.53491,454481.9131,44449.12523,472417.3217,177280.2756,21686.97182,286860.3741,86803.76214,78926.11076,313733.4976,31159.5629,95664.71722,23172.91532,131784.1789,446338.6289,49846.48951,19711.68836,165817.5167,131511.6105,51681.11176,132163.0161,16875.86478
107265.9358,18890.65273,97762.41486,64481.19146,870856.5566,88373.4601,88189.19217,248021.8458,332533.0725,168983.007,33023.07614,30453.75637,294369.9136,145334.0997,75267.62527,78388.00185,98270.5062,111807.7174,36053.67338,202448.5743,157291.1589,270808.4816,115735.2725,70114.32632,172066.3933,25195.5123,44926.71339,35392.98753,33048.97695,442974.174,43323.64824,460455.448,172791.4387,21137.84543,279596.9072,84605.84179,76927.65701,305789.588,30370.58515,93242.43248,22586.164,128447.329,435037.0824,48584.3482,19212.57726,161618.9234,128181.6621,50372.51679,128816.5738,16448.55834
104616.9853,18424.14486,95348.15545,62888.8175,849350.6062,86191.06252,86011.34512,241896.9043,324321.1118,164809.943,32207.56568,29701.69569,287100.3987,141745.0494,73408.8785,76452.19685,95843.69939,109046.6068,35163.3218,197449.0724,153406.8271,264120.8202,112877.1704,68382.84114,167817.1845,24573.30485,43817.24058,34518.9517,32232.82686,432034.8516,42253.7634,449084.4226,168524.3249,20615.84275,272692.2142,82516.48618,75027.91547,298238.0623,29620.5784,90939.79479,22028.39485,125275.3004,424293.7679,47384.54949,18738.11941,157627.7166,125016.1943,49128.55894,125635.4266,16042.3584
102095.7236,17980.12431,93050.27186,61373.20158,828881.3186,84113.8642,83938.47797,236067.2065,316504.9967,160838.0354,31431.36569,28985.88699,280181.3,138329.0041,71639.72988,74609.70449,93533.87322,106418.5916,34315.88831,192690.5642,149709.7337,257755.5277,110156.8388,66734.81966,163772.8026,23981.09,42761.24828,33687.04749,31456.01808,421622.8432,41235.45079,438261.5208,164462.9009,20119.00245,266120.3517,80527.84488,73219.74818,291050.5467,28906.72462,88748.15237,21497.51214,122256.1748,414068.319,46242.5853,18286.53209,153828.9002,122003.3131,47944.56425,122607.622,15655.73874
99693.13471,17557.00329,90860.54697,59928.92394,809375.4964,82134.43718,81963.17827,230511.9059,309056.777,157053.0809,30691.70054,28303.77057,273587.8752,135073.748,69953.85303,72853.93609,91332.76788,103914.2739,33508.34253,188156.0334,146186.6583,251689.8421,107564.5501,65164.36862,159918.7851,23416.75,41754.9603,32894.30003,30715.77279,411700.9159,40265.06896,427948.0403,160592.6435,19645.54784,259857.8192,78632.80661,71496.68922,284201.3392,28226.4711,86659.668,20991.61746,119379.1559,404324.1701,45154.37204,17856.20047,150208.8896,119132.2447,46816.29882,119722.3326,15287.31681
97401.03212,17153.34007,88771.51952,58551.06335,790766.6757,80246.03677,80078.71538,225212.0732,301951.0737,153442.1825,29986.04988,27653.02219,267297.658,131968.1892,68345.50349,71178.90905,89232.88333,101525.1207,32737.93282,183830.0291,142825.5961,245903.0952,105091.4712,63666.13689,156241.9997,22878.36194,40794.94783,32138.00813,30009.56867,402235.2618,39339.31144,418108.8391,156900.365,19193.86567,253883.2776,76824.91422,69852.86743,277667.1016,27577.49996,84667.22539,20508.98703,116634.4406,395028.119,44116.20172,17445.65823,146755.35,116393.2063,45739.91818,116969.7271,14935.83725
95211.96534,16767.82252,86776.39914,57235.14108,772994.3686,78442.52474,78278.96386,220150.4813,295164.7897,149993.6032,29312.12,27031.5266,261290.2019,129002.2332,66809.45332,69579.17873,87227.3939,99243.36589,32002.15498,179698.4896,139615.6223,240376.4772,102729.5635,62235.25446,152730.4951,22364.17579,39878.09035,31415.71346,29335.11022,393195.1127,38455.16907,408711.9349,153374.0638,18762.48776,248177.3067,75098.29117,68282.9396,271426.5946,26957.70171,82764.34812,20048.05206,114013.1072,386149.9489,43124.69979,17053.57089,143457.0558,113777.2946,44711.92358,114340.8583,14600.15759
93119.13911,16399.25394,84868.99261,55977.07226,756003.4065,76718.30266,76558.33695,215311.4183,288676.8592,146696.6379,28667.8189,26437.35456,255546.8587,126166.673,65340.93436,68049.77924,85310.07418,97061.92663,31298.72501,175748.5899,136546.7723,235092.8325,100471.4951,60867.27962,149373.371,21872.59541,39001.54177,30725.1739,28690.30378,384552.4065,37609.8973,399728.158,150002.7936,18350.07503,242722.1943,73447.5777,66782.03237,265460.4464,26365.15239,80945.12931,19607.38172,111507.0186,377662.1003,42176.78844,16678.72136,140303.7684,111276.3893,43729.12392,111827.5654,14279.23582
91116.34287,16046.54058,83043.63961,54773.12352,739743.3681,75068.25381,74911.72863,210680.5239,282468.0289,143541.5027,28051.2346,25868.74283,250050.5849,123453.094,63935.58871,66586.17205,83475.23446,94974.32935,30625.55547,171968.6085,133609.9393,230036.4816,98310.56523,59558.15284,146160.6649,21402.16203,38162.70088,30064.34022,28073.23587,376281.4955,36800.98775,391130.8485,146776.5499,17955.40363,237501.7519,71867.87524,65345.69173,259750.9522,25798.09359,79204.17034,19185.6683,109108.7379,369539.3853,41269.65469,16319.99725,137286.1303,108883.0689,42788.60272,109422.3904,13972.11958
89197.88922,15708.68084,81295.15664,53619.87598,724168.0791,73487.69251,73334.46296,206244.6477,276520.6675,140519.2378,27460.61614,25324.07672,244785.7724,120853.7904,62589.42555,65184.20089,81717.66426,92974.64583,29980.73471,168347.8112,130796.7834,225193.0659,96240.6373,58304.15655,143083.2536,20951.53973,37359.18561,29431.33585,27482.15418,368358.8925,36026.14333,382895.5926,143686.1712,17577.35279,232501.155,70354.69788,63969.83887,254281.8986,25254.91499,77536.52735,18781.71425,106811.4545,361758.7373,40400.72254,15976.37988,134395.5723,106590.537,41887.68913,107118.5031,13677.93675
87358.55994,15384.75572,79618.7878,52514.19277,709235.1747,71972.3196,71822.24977,201991.7239,270818.598,137621.6228,26894.35706,24801.87472,239738.101,118361.692,61298.78331,63840.05238,80032.58299,91057.43691,29362.50884,164876.3495,128099.6528,220549.4112,94256.08112,57101.87987,140132.7665,20519.50282,36588.81038,28824.43901,26915.45096,360763.048,35283.25647,374999.9901,140723.2515,17214.89422,227706.8018,68903.92974,62650.73145,249038.4097,24734.13916,75937.66435,18394.42082,104608.92,354298.9931,39567.62848,15646.9346,131624.2319,104392.5579,41023.93267,104909.637,13395.88714
85593.5586,15073.92053,78010.16162,51453.19062,694905.7143,70518.18345,70371.14565,197910.6624,265346.9512,134841.1013,26350.9807,24300.77509,234894.4077,115970.3002,60060.29639,62550.2214,78415.59645,89217.70309,28769.26569,161545.1708,125511.5143,216093.4082,92351.72156,55948.18761,137301.5097,20104.92467,35849.56629,28242.06707,26371.64842,353474.1542,34570.38992,367423.4517,137880.0645,16867.08272,223106.1902,67511.78765,61384.92962,244006.812,24234.40807,74403.41196,18022.77804,102495.3906,347140.6998,38768.20004,15330.80233,128964.8824,102283.4,40195.08092,102790.0319,13125.23526
83898.4688,14775.3975,76465.25297,50434.21466,681143.8424,69121.64549,68977.51962,193991.2513,260092.0358,132170.7161,25829.12743,23819.52397,230242.5727,113673.6312,58870.86581,61311.48049,76862.65859,87450.84095,28199.52084,158345.9397,123025.8916,211813.907,90522.7935,54840.193,134582.3987,19706.76793,35139.60359,27682.76284,25849.38585,346473.9729,33885.75995,360147.0193,135149.4958,16533.04801,218687.8083,66174.78818,60169.26609,239174.5155,23754.47128,72929.93117,17665.85601,100465.5779,340265.9458,38000.43689,15027.19202,126410.8694,100257.7855,39399.0599,100754.3841,12865.30387
82269.21723,14488.46926,74980.34943,49454.81629,667916.4892,67779.34984,67638.02279,190224.0722,255041.2242,129604.0501,25327.54322,23356.96491,225771.4175,111466.1661,57727.63338,60120.85297,75370.0377,85752.6047,27651.9052,155270.9685,120636.8119,207700.6241,88764.90202,53775.2335,131968.8994,19324.07581,34457.21623,27145.18229,25347.40824,339745.6824,33227.72139,353153.2075,132524.9839,16211.98739,214441.0388,64889.71851,59000.8196,234529.908,23293.1755,71513.68118,17322.79702,98514.60425,333658.2111,37262.49408,14735.3741,123956.0558,98310.84707,38633.95678,98797.80206,12615.46836
80702.04099,14212.47314,73552.02148,48512.73351,655193.1051,66488.19636,66349.5615,186600.4247,250182.8512,127135.1754,24845.06964,22912.02959,221470.6157,109342.8066,56627.9587,58975.58898,73934.28644,84119.07215,27125.154,152313.1554,118338.7574,203744.0594,87073.98712,52750.84953,129454.9759,18955.96446,33800.82819,26628.08384,24864.55624,333273.7434,32594.75444,346425.8637,130000.4673,15903.15934,210356.0735,63653.61066,57876.89153,230062.2625,22849.45533,70151.39106,16992.80876,96637.96373,327302.2345,36552.66728,14454.6746,121594.7718,96438.08799,37898.00448,96915.7668,12375.15172
79193.45861,13946.79601,72177.09611,47605.87348,642945.4251,65245.31674,65109.27342,183112.2587,245506.1238,124758.6074,24380.63487,22483.72959,217330.613,107298.8356,55569.39884,57873.14431,72552.21529,82546.6144,26618.09707,149465.9295,116126.623,199935.4233,85446.29243,51764.76539,127035.0433,18601.61612,33168.9813,26130.31876,24399.7572,327043.7783,31985.45297,339950.0429,127570.3377,15605.87782,206423.8376,62463.71863,56794.98507,225761.6541,22422.32504,68840.03448,16675.15816,94831.48736,321183.8962,35869.3796,14184.46994,119321.7719,94635.34795,37189.5681,95104.0974,12143.82008
77740.24417,13690.86976,70852.6332,46732.297,631147.259,64048.05325,63914.50635,179752.1153,241001.0416,122469.2642,23933.24576,22071.14905,213342.5565,105329.8823,54549.69021,56811.16153,71220.86888,81031.86893,26129.65012,146723.2024,113995.6782,196266.5718,83878.33735,50814.87248,124703.927,18260.27307,32560.32443,25650.82263,23952.01719,321042.4652,31398.51406,333711.8974,125229.3987,15319.50711,202635.9224,61317.49797,55752.78672,221618.8864,22010.87128,67576.80726,16369.16596,93091.31223,315290.113,35211.16993,13924.18233,117132.1956,92898.77202,36507.13273,93358.91983,11920.97876
76339.40431,13444.16721,69575.90461,45890.20466,619774.3048,62893.93975,62762.79929,176513.0732,236658.3248,120262.43,23501.98078,21673.43811,209498.2316,103431.8912,53566.7324,55787.45315,69937.50487,79571.71566,25658.80705,144079.3245,111941.5338,192729.9475,82366.89216,49899.2142,122456.8254,17931.23219,31973.60386,25188.60779,23520.41396,315257.4424,30832.72873,327698.5779,122972.8283,15043.45734,198984.5256,60212.58769,54748.14971,217625.4263,21614.24652,66359.1074,16074.20187,91413.8539,309608.7447,34576.68247,13673.27561,115021.5327,91224.78316,35849.29267,91676.63934,11706.16875
74988.15763,13206.19855,68344.37535,45077.92446,608803.9812,61780.6847,61651.8655,173388.7011,232469.3508,118133.7232,23085.98365,21289.80712,205790.0052,101601.0936,52618.57372,54799.98657,68699.5751,78163.25541,25204.63298,141529.0464,109960.1111,189318.5284,80908.95585,49015.97247,120289.2767,17613.84017,31407.65464,24742.75649,23104.09055,309677.2237,30286.97359,321898.1447,120796.1461,14777.18042,195462.3973,59146.79395,53779.07934,213773.3444,21231.66325,65184.5171,15789.68024,89795.78172,304128.5109,33964.65743,13431.25161,112985.5924,89610.05763,35214.74177,90053.91572,11498.96355
73683.91627,12976.50801,67155.68684,44293.90075,598215.2781,60706.15604,60579.57734,170373.0154,228426.0972,116079.067,22684.45765,20919.52136,202210.7756,99833.98321,51703.39828,53846.87062,67504.70873,76803.79075,24766.2581,139067.4839,108047.6155,186025.7811,79501.73623,48163.45574,118197.1297,17307.48914,30861.39289,24312.41485,22702.24963,304291.122,29760.20343,316299.4891,118695.1833,14520.16637,192062.7919,58118.07558,52843.71965,210055.2635,20862.38876,64050.78684,15515.05616,88233.99681,298838.9159,33373.92267,13197.6468,111020.4757,88051.50296,34602.26476,88487.64118,11298.96632
72424.26933,12754.67101,66007.64179,43536.68425,587988.6224,59668.3675,59543.9527,167460.4415,224521.0898,114094.6632,22296.66057,20561.89635,198753.9264,98127.29363,50819.51437,52926.34346,66350.69705,75490.80869,24342.87206,136690.0868,106200.5116,182845.6189,78142.63204,47340.08813,116176.517,17011.61283,30333.80884,23896.78739,22314.14839,299089.181,29251.44452,310892.2617,116666.0563,14271.94011,188779.4253,57124.53099,51940.34164,206464.3106,20505.74045,62955.82091,15249.82198,86725.61221,293730.1819,32803.38622,12972.02938,109122.55,86546.23814,34010.72947,86974.92047,11105.80736
71206.96802,12540.29152,64898.19064,42804.92316,578105.7568,58665.46637,58543.14272,164645.7798,220747.3574,112176.9692,21921.90009,20216.29365,195413.2864,96477.97796,49965.34405,52036.76173,65235.47986,74221.96523,23933.71902,134392.6108,104415.5019,179772.3644,76829.21695,46544.39973,114223.8314,16725.683,29823.96061,23495.13211,21939.09397,294062.1141,28759.78858,305666.8096,114705.1425,14032.05848,185606.4359,56164.38646,51067.33254,202994.0751,20161.08161,61897.66453,14993.50419,85267.93508,288793.1886,32252.02954,12753.99655,107288.4269,85091.57592,33439.07986,85513.05298,10919.14185
70029.91227,12332.9997,63825.41939,42097.35503,568549.6316,57695.72245,57575.42082,161924.1745,217098.3894,110322.6767,21559.52967,19882.11702,192183.0922,94883.19079,49139.41371,51176.59072,64157.1332,72995.07139,23538.09311,132171.0923,102689.507,176800.7157,75559.22507,45775.01782,112335.7042,16449.20639,29330.96863,23106.75607,21576.43934,289201.2485,28284.38743,300614.1176,112809.0592,13800.10765,182538.3496,55235.98555,50223.18626,199638.57,19827.81764,60874.49216,14745.66061,83858.45065,284019.4186,31718.90142,12543.17217,105514.9423,83685.00671,32886.32972,84099.51673,10738.64773
68891.13862,12132.44975,62787.53852,41412.79957,559304.306,56757.51809,56639.17272,159291.0857,213568.099,108528.6925,21208.94485,19558.80901,189057.9556,93340.27186,48340.3456,50344.39557,63113.85825,71808.08055,23155.33438,130021.8256,101019.6476,173925.7157,74330.5379,45030.65898,110508.9856,16181.72179,28854.01053,22731.01141,21225.57955,284498.4757,27824.44804,295725.7574,110974.6433,13575.7007,179570.0485,54337.77958,49406.49466,196392.198,19505.39261,59884.59705,14505.87779,82494.80773,279400.9089,31203.11255,12339.20455,103799.1378,82324.1842,32351.55701,82731.95377,10564.02393
67788.80928,11938.31803,61782.87308,40750.15203,550354.8596,55849.33921,55732.88748,156742.2638,210150.7889,106792.1214,20869.57984,19245.84788,186032.8331,91846.73114,47566.85016,49538.83327,62103.97136,70659.07713,22784.82513,127941.3422,99403.22895,171142.7247,73141.17255,44310.12195,108740.7278,15922.79754,28392.31657,22367.29176,20885.94836,279946.2064,27379.22815,290993.84,109198.9344,13358.47548,176696.7424,53468.31901,48615.93973,193249.7201,19193.28619,58926.38167,14273.76877,81174.80564,274930.2059,30703.83054,12141.76454,102138.2445,81006.91226,31833.8987,81408.1571,10394.98864
66721.20225,11750.30127,60809.85364,40108.37724,541687.3123,54969.76708,54855.14936,154273.7275,206841.1208,105110.2506,20540.9045,18942.74472,183102.9991,90400.23553,46817.71909,48758.6454,61125.89494,69546.26621,22425.98656,125926.392,97837.72594,168447.3952,71989.27108,43612.28114,107028.1683,15672.02915,27945.16553,22015.02893,20557.01523,275537.3292,26948.03225,286410.9734,107479.1587,13148.09264,173913.9426,52626.24562,47850.28653,190206.2272,18891.01083,57998.34916,14048.97096,79896.38234,270600.3258,30220.27543,11950.5437,100529.6677,79731.13313,31332.54613,80126.05875,10231.27781
65686.70235,11568.11503,59867.00811,39486.50427,533288.5507,54117.47101,54004.63041,151881.7418,203634.0875,103480.5356,20222.42157,18649.04096,180264.021,88998.5966,46091.81902,48002.65162,60178.14924,68467.96421,22078.27578,123973.9266,96320.77009,165835.6495,70873.09074,42936.08079,105368.7164,15429.03724,27511.88091,21673.68998,20238.28251,271265.1739,26530.208,281970.2242,105812.7142,12944.23389,171217.4391,51810.28541,47108.37669,187257.1148,18598.1092,57099.09549,13831.14426,78657.60371,266404.7178,29751.71565,11765.25273,98970.97375,78494.91665,30846.7408,78883.71903,10072.64374
64683.79304,11391.49221,58952.95431,38883.62147,525146.2626,53291.20156,53180.08382,149562.8004,200524.9876,101900.5873,19913.66418,18364.30606,177511.7369,87639.7596,45388.0858,47269.74368,59259.34492,67422.5904,21741.18307,122081.0837,94850.13762,163303.6588,69790.99528,42280.52961,103759.9392,15193.46558,27091.82752,21342.77452,19929.28295,267123.4776,26125.14287,277665.0825,104197.1581,12746.6004,168603.2789,51019.24223,46389.1226,184398.0597,18314.15193,56227.30238,13619.96935,77456.65374,262337.2313,29297.46431,11585.62,97459.87778,77296.4506,30375.77053,77679.31672,9918.853884
63711.04901,11220.18182,58066.39322,38298.87205,517248.8765,52489.78446,52380.33775,147313.6077,197509.4025,100368.1604,19614.19352,18088.13535,174842.2354,86321.7934,44705.51931,46558.87997,58368.17618,66408.6591,21414.22937,120245.1734,93423.73851,160847.8248,68741.44684,41644.69595,102199.5505,14964.9794,26684.40841,21021.81226,19629.57742,263106.3544,25732.2612,273489.4299,102630.1942,12554.91128,166067.7468,50251.99188,45691.50207,181624.9986,18038.73546,55381.73086,13415.14612,76291.82568,258392.0858,28856.87583,11411.39023,95994.23222,76134.03175,29918.96601,76511.14015,9769.689689
62767.12944,11053.94771,57206.1028,37731.44999,509585.5065,51712.11503,51604.28985,145131.0632,194583.1755,98881.14246,19323.59681,17820.14816,172251.8369,85042.88132,44043.1787,45869.08065,57503.41466,65424.77272,21096.96399,118463.6649,92039.60661,158464.7623,67722.99874,41027.70338,100685.3994,14743.26374,26289.06199,20710.36079,19338.75279,259208.267,25351.02144,269437.5106,101109.6629,12368.90231,163607.3479,49507.47677,45014.5535,178934.1091,17771.48016,54561.21542,13216.39222,75161.51392,254563.8433,28429.34293,11242.32325,94572.01683,75006.05781,29475.69756,75377.57911,9624.945544
61850.77179,10892.56755,56370.93238,37180.59633,502145.9027,50957.15312,50850.90211,143012.2478,191742.3927,97437.54464,19041.48537,17559.98605,169737.0765,83801.31276,43400.17808,45199.42309,56663.90369,64469.61528,20788.96258,116734.1755,90695.89059,156151.284,66734.28875,40428.72666,99215.46062,14528.02206,25905.25946,20408.00352,19056.42007,255424.0016,24980.91367,265503.9051,99633.53015,12188.3247,161218.7912,48784.70109,44357.37146,176321.7921,17512.02856,53764.65857,13023.44184,74064.20665,250847.3833,28014.29375,11078.19293,93191.32933,73911.02009,29045.37231,74277.11743,9484.427848
60960.78623,10735.83179,55559.79754,36645.59583,494920.4051,50223.91845,50119.19631,140954.4103,188983.3655,96035.49249,18767.49288,17307.3112,167294.6891,82595.47561,42775.68253,44549.03777,55848.55321,63541.94655,20489.82522,115054.4595,89390.84571,153904.3858,65774.0331,39846.98803,97787.82561,14318.97488,25532.50248,20114.34788,18782.21268,251748.6445,24621.45732,261683.5059,98199.87944,12012.94398,158898.9754,48082.72634,43719.10263,173784.6556,17260.04379,52991.02603,12836.04441,72998.47905,247237.8803,27611.18937,10918.78616,91850.37699,72847.49672,28627.43149,73208.32621,9347.954145